,AcceptedAnswerId,AnswerCount,Body,ClosedDate,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerDisplayName,OwnerUserId,ParentId,PostTypeId,Score,Tags,Title,ViewCount,body_text
700,,1,"<p>I have a bachelors and masters degree in Civil Engineering(Final yr Master's student). My hobby is playwriting. Now, I would like to pursue a career in arts. So, I'm looking for some universities which offer degree in playwriting/screen-writing and direction.</p>

<p>I have no clue about where to get started. So, I request you guys to guide me.</p>

<p><strong>Edit:</strong> I don't have any degree pertaining to arts now. So, I don't know if I'm eligible for masters. May be I need a bachelors degree first.</p>
",,2,,2010-12-09T11:49:15.067,1,751,2011-03-23T18:26:38.897,2011-03-23T18:26:38.897,,20,,312,,1,4,<career><education>,Suggest some arts schools for post-graduate in other field?,73,"I have a bachelors and masters degree in Civil Engineering(Final yr Master's student). My hobby is playwriting. Now, I would like to pursue a career in arts. So, I'm looking for some universities which offer degree in playwriting/screen-writing and direction.
I have no clue about where to get started. So, I request you guys to guide me.
Edit: I don't have any degree pertaining to arts now. So, I don't know if I'm eligible for masters. May be I need a bachelors degree first.
"
701,,,"<p>First of all, you ought to understand that outside of professional degrees, engineering degrees, and a few others masters degrees are often a negative return on investment - they cost more than they benefit.  Make sure to do a careful analysis before deciding on such a degree, or have a cash flow source that you're willing to spend for little return.</p>

<p>If you decide that you want to pursue such a degree, you will want to start searching for a masters of fine arts in playwriting or screenwriting.  Websites such as <a href=""http://www.universities.com/edu/Masters_degrees_in_Playwriting_and_Screenwriting.html"" rel=""nofollow"">universities.com</a> will list school programs, and you can use that information to go to the program site and see what the requirements are.</p>

<p>Rather than limiting your focus to masters degrees, however, I would investigate the career path that most successful playwrights or screenwriters have taken and see if an MFA is absolutely required, because it is quite likely to not be a net gain.</p>
",,2,,2010-12-09T14:35:55.577,,752,2010-12-09T14:35:55.577,,,,,20,751,2,3,,,,"First of all, you ought to understand that outside of professional degrees, engineering degrees, and a few others masters degrees are often a negative return on investment - they cost more than they benefit.  Make sure to do a careful analysis before deciding on such a degree, or have a cash flow source that you're willing to spend for little return.
If you decide that you want to pursue such a degree, you will want to start searching for a masters of fine arts in playwriting or screenwriting.  Websites such as universities.com will list school programs, and you can use that information to go to the program site and see what the requirements are.
Rather than limiting your focus to masters degrees, however, I would investigate the career path that most successful playwrights or screenwriters have taken and see if an MFA is absolutely required, because it is quite likely to not be a net gain.
"
702,,,"<p>The three-act structure is extremely common in novels, although not universal.  I would guess that part of what makes a novel feel different to you is simply the overall length.  Even if you are a fast reader and it's a short novel, reading the book will generally take a lot longer than watching a movie.  </p>

<p>Because the book is longer, all the acts are stretched out.  However, the second act is the ""meat"" of the story, and it will generally get more than a proportional share of this additional story time.  Even in a very large novel, some readers will be frustrated if the setup or resolution are too long.  Most novels will have a longer second act (proportionally) than movies.</p>

<p>Of course, as with everything, there are exceptions.  Lord of the Rings, for example, has extremely long setup and resolution phases, even in proportion to its impressive length.</p>
",,0,,2010-12-09T15:03:51.470,,753,2010-12-09T15:52:17.297,2010-12-09T15:52:17.297,,296,,296,749,2,0,,,,"The three-act structure is extremely common in novels, although not universal.  I would guess that part of what makes a novel feel different to you is simply the overall length.  Even if you are a fast reader and it's a short novel, reading the book will generally take a lot longer than watching a movie.  
Because the book is longer, all the acts are stretched out.  However, the second act is the ""meat"" of the story, and it will generally get more than a proportional share of this additional story time.  Even in a very large novel, some readers will be frustrated if the setup or resolution are too long.  Most novels will have a longer second act (proportionally) than movies.
Of course, as with everything, there are exceptions.  Lord of the Rings, for example, has extremely long setup and resolution phases, even in proportion to its impressive length.
"
703,,,"<p><strong>It is almost always worth editing.</strong>  Even if it's Murder She Wrote / Star Wars crossover fanfiction that there will never be a market to publish, it's still worth practicing the art of editing.  You took the time to write the story in the first place.  Why not craft the best story you can?</p>

<p>I think something that's often overlooked by inexperienced writers is that there are very different skill sets involved with writing a first draft, vs. repeatedly editing that draft into a tight, well-constructed story.  It took me years of writing before I really began to see how vital editing is.</p>

<p>It's important to be more than a ""first-draft writer"".  If you find yourself frequently writing a single draft of a story, then tossing it aside, you're missing out on half of the writing experience.  I believe that developing skill at editing your work is considerably harder than getting good at writing first drafts.  Don't miss an opportunity to practice.</p>

<p>Furthermore, if there <em>is</em> a market out there for your story, you may realize that after a few revisions, it's worth trying to publish after all.</p>
",,1,,2010-12-09T15:24:30.057,,754,2010-12-09T15:48:53.803,2010-12-09T15:48:53.803,,296,,296,745,2,9,,,,"It is almost always worth editing.  Even if it's Murder She Wrote / Star Wars crossover fanfiction that there will never be a market to publish, it's still worth practicing the art of editing.  You took the time to write the story in the first place.  Why not craft the best story you can?
I think something that's often overlooked by inexperienced writers is that there are very different skill sets involved with writing a first draft, vs. repeatedly editing that draft into a tight, well-constructed story.  It took me years of writing before I really began to see how vital editing is.
It's important to be more than a ""first-draft writer"".  If you find yourself frequently writing a single draft of a story, then tossing it aside, you're missing out on half of the writing experience.  I believe that developing skill at editing your work is considerably harder than getting good at writing first drafts.  Don't miss an opportunity to practice.
Furthermore, if there is a market out there for your story, you may realize that after a few revisions, it's worth trying to publish after all.
"
704,,,"<p>I edit everything I write. But this is because if I can't bring myself to care enough about sitting and nursing it after the first draft then I don't care enough to write it in the first place.</p>
",,0,,2010-12-09T16:25:12.077,,755,2010-12-09T16:25:12.077,,,,,231,745,2,3,,,,"I edit everything I write. But this is because if I can't bring myself to care enough about sitting and nursing it after the first draft then I don't care enough to write it in the first place.
"
705,,,"<p>I'll throw out the need for some space.  I might not go right back to something, so, yes, I'd move on to another story.  But that doesn't mean you abandon it completely.  There's a balance you must strike.  If you get stuck revising something to the point you can't work on something else, I don't see that as helpful.  </p>

<p>Revisit the story later.  You never know what you might find with a fresh eye.</p>
",,1,,2010-12-09T16:53:08.310,,756,2010-12-09T16:53:08.310,,,,,114,745,2,6,,,,"I'll throw out the need for some space.  I might not go right back to something, so, yes, I'd move on to another story.  But that doesn't mean you abandon it completely.  There's a balance you must strike.  If you get stuck revising something to the point you can't work on something else, I don't see that as helpful.  
Revisit the story later.  You never know what you might find with a fresh eye.
"
706,,,"<p>As others have mentioned, you need not be overly worried about originality.  It's all been done before.</p>

<p>The best way to know how original your ideas are is to be well-read, especially in the genre(s) you write in.  Read voraciously.  As an added bonus, lots of reading is almost guaranteed to help your writing, too!</p>
",,0,,2010-12-09T20:45:32.063,,757,2010-12-09T20:45:32.063,,,,,296,489,2,1,,,,"As others have mentioned, you need not be overly worried about originality.  It's all been done before.
The best way to know how original your ideas are is to be well-read, especially in the genre(s) you write in.  Read voraciously.  As an added bonus, lots of reading is almost guaranteed to help your writing, too!
"
707,760,4,"<p>I find myself using the word ""that"" too much.  How do you really know when you need that ""that"" word there?  Like just now.  I don't think I need ""that"" there.  Do you have words you overuse?</p>
",2014-05-19T20:10:29.560,4,,2010-12-09T20:51:29.997,,758,2014-05-19T14:56:24.243,,,,,289,,1,3,<style>,"Do you use the word ""that"" too much?",13919,"I find myself using the word ""that"" too much.  How do you really know when you need that ""that"" word there?  Like just now.  I don't think I need ""that"" there.  Do you have words you overuse?
"
708,,,"<p>I worry more about using phrases and descriptions that I've read somewhere.  They're not trite but I know I've seen them somewhere, describing some thing, and I am afraid I never made it up to begin with.</p>
",,0,,2010-12-09T21:06:50.897,,759,2010-12-09T21:06:50.897,,,,,289,489,2,0,,,,"I worry more about using phrases and descriptions that I've read somewhere.  They're not trite but I know I've seen them somewhere, describing some thing, and I am afraid I never made it up to begin with.
"
709,,,"<p>Plenty of writers have little tics like this.  You may find a turn of phrase that you just fall in love with, or it may be something that carries over from the way you speak.  At various points in my life I've found myself overusing parataxis, 'although' and 'however', and probably a few others I can't think of off the top of my head.</p>

<p>To a certain extent, this is a matter of style.  Only if a particular phrase or word is heavily overused, to the point where it becomes noticeable to the reader, is it a bad thing.  However, there's no obvious line that you cross where style stops and bad writing begins.  It's something you just have to keep your eye on.</p>

<p>You've already taken the first step by noticing that you frequently use a particular word.  In some cases, you may not realize it until someone points it out.</p>

<p>My advice would be to not worry about it too much while you're writing.  It's already in the back of your head.  If you notice that you're really abusing it while you're in the process of writing, feel free to make some adjustments, but don't pause for half an hour just to decide if ""this"" is really necessary.</p>

<p>The best time to work on these tics is after you've written a chunk of prose.  Go back through what you've written and look for the tic.  All modern word processors have a Find feature (usually ctrl-F or command-F) that you can use to quickly find all examples of a particular word or phrase.  As you edit, you can double-check each spot by trying to rewrite it without the word, and comparing it to the original.  </p>

<p>If you really have a hard time deciding, it pays to have a few trusted readers who can take a look as well.</p>
",,0,,2010-12-09T21:22:28.867,,760,2010-12-09T21:22:28.867,,,,,296,758,2,8,,,,"Plenty of writers have little tics like this.  You may find a turn of phrase that you just fall in love with, or it may be something that carries over from the way you speak.  At various points in my life I've found myself overusing parataxis, 'although' and 'however', and probably a few others I can't think of off the top of my head.
To a certain extent, this is a matter of style.  Only if a particular phrase or word is heavily overused, to the point where it becomes noticeable to the reader, is it a bad thing.  However, there's no obvious line that you cross where style stops and bad writing begins.  It's something you just have to keep your eye on.
You've already taken the first step by noticing that you frequently use a particular word.  In some cases, you may not realize it until someone points it out.
My advice would be to not worry about it too much while you're writing.  It's already in the back of your head.  If you notice that you're really abusing it while you're in the process of writing, feel free to make some adjustments, but don't pause for half an hour just to decide if ""this"" is really necessary.
The best time to work on these tics is after you've written a chunk of prose.  Go back through what you've written and look for the tic.  All modern word processors have a Find feature (usually ctrl-F or command-F) that you can use to quickly find all examples of a particular word or phrase.  As you edit, you can double-check each spot by trying to rewrite it without the word, and comparing it to the original.  
If you really have a hard time deciding, it pays to have a few trusted readers who can take a look as well.
"
710,988,25,"<p>There are a lot of <a href=""http://en.wikipedia.org/wiki/Axiom"" rel=""nofollow noreferrer"">axioms</a> that get tossed around in creative writing courses, books on writing, and of course, the Internet.  Often, these little gems are explained to new writers as though they were fact, to be taken for granted.</p>

<p>Just as often, experienced writers will respond by saying ""there are no hard and fast rules when it comes to writing"", or ""rules are made to be broken"".</p>

<p>So, the purpose of this question is to provide a place where we can list these axioms or ""rules"" of writing, and also weigh in on whether they are really self-evident truths or utter garbage (or maybe even something in-between).</p>

<p>Please limit each answer to a single ""rule"" and express your thoughts on it in the answer itself, or in a comment.</p>
",,7,2010-12-10T00:56:55.640,2010-12-09T22:00:27.400,198,761,2019-02-10T16:20:52.170,2019-02-10T16:20:52.170,,34214,,296,,1,181,<technique><style><rules>,"The ""Rules"" of Writing",23399,"There are a lot of axioms that get tossed around in creative writing courses, books on writing, and of course, the Internet.  Often, these little gems are explained to new writers as though they were fact, to be taken for granted.
Just as often, experienced writers will respond by saying ""there are no hard and fast rules when it comes to writing"", or ""rules are made to be broken"".
So, the purpose of this question is to provide a place where we can list these axioms or ""rules"" of writing, and also weigh in on whether they are really self-evident truths or utter garbage (or maybe even something in-between).
Please limit each answer to a single ""rule"" and express your thoughts on it in the answer itself, or in a comment.
"
711,,,"<h2>Show, Don't Tell</h2>

<p><strong>This may very well be the most popular ""rule"" of writing.  It refers to the idea that it's better to ""show"" an event as a scene, rather than simply ""telling"" the reader what happened.</strong></p>

<p>In my opinion, this is mostly sound advice:  </p>

<ul>
<li>Don't <em>tell</em> us the 5000-year history of your fantasy setting in the prologue.  <em>Show</em> it to us throughout the story.</li>
<li>Don't <em>tell</em> us the protagonist's girlfriend is beautiful.  <em>Show</em> us her flowing black hair, her lips perpetually on the verge of smiling, her brown eyes with those eerie golden flecks.</li>
<li>Don't <em>tell</em> us the thief was nervous.  <em>Show</em> us how he has to close his eyes and breathe, just to stop his hands from shaking.</li>
</ul>

<p>On the other hand, sometimes there is information that the reader needs to know to understand the story, but forcing that information into a scene would divert the plot or bore the reader to tears.</p>

<ul>
<li>Don't <em>show</em> us the Senators explaining to each other how the seat of US government is Washington D.C.  They have no reason to tell each other what they already know.  Instead, just <em>tell</em> us.</li>
<li>Don't <em>show</em> the young wizard taking a tour of the magical staff factory, when he has no business being there.  Just <em>tell</em> us that all magical staves are carved from the wood of the whump-whump tree.</li>
</ul>

<p>More discussion can be found <a href=""https://writers.stackexchange.com/questions/54/when-is-it-okay-to-tell"">here</a>.</p>
",,8,2010-12-10T00:56:55.640,2010-12-09T22:01:37.007,,762,2010-12-09T22:01:37.007,2017-04-13T12:40:22.750,,-1,,296,761,2,162,,,,"Show, Don't Tell
This may very well be the most popular ""rule"" of writing.  It refers to the idea that it's better to ""show"" an event as a scene, rather than simply ""telling"" the reader what happened.
In my opinion, this is mostly sound advice:  

Don't tell us the 5000-year history of your fantasy setting in the prologue.  Show it to us throughout the story.
Don't tell us the protagonist's girlfriend is beautiful.  Show us her flowing black hair, her lips perpetually on the verge of smiling, her brown eyes with those eerie golden flecks.
Don't tell us the thief was nervous.  Show us how he has to close his eyes and breathe, just to stop his hands from shaking.

On the other hand, sometimes there is information that the reader needs to know to understand the story, but forcing that information into a scene would divert the plot or bore the reader to tears.

Don't show us the Senators explaining to each other how the seat of US government is Washington D.C.  They have no reason to tell each other what they already know.  Instead, just tell us.
Don't show the young wizard taking a tour of the magical staff factory, when he has no business being there.  Just tell us that all magical staves are carved from the wood of the whump-whump tree.

More discussion can be found here.
"
712,,,"<p>As others have said, more or less, nothing is actually ""necessary"".  Rules are there to be broken, well, maybe.  But they are certainly not there to be followed slavishly.</p>

<p>Most important for (almost?) all stories are your characters.  Flesh them out.  Maybe... write their detailed biographies.  Including stuff that never will feature in your novel.  Because it gives them background, it puts flesh on the (fictitious) bones.</p>

<p>And then (and that's what I've read again and again (and again!) being said by any number of famous writers) your characters may surprise you, doing things you wouldn't have expected.</p>

<p>So... plan.  As a rough sketch.  And then <em>write</em>, and see if what you write is actually going where you though it would.</p>

<p>But find you <em>own</em> way.  Which may require some experimentation.</p>
",,0,,2010-12-10T01:24:42.410,,764,2010-12-10T01:24:42.410,,,,,317,134,2,1,,,,"As others have said, more or less, nothing is actually ""necessary"".  Rules are there to be broken, well, maybe.  But they are certainly not there to be followed slavishly.
Most important for (almost?) all stories are your characters.  Flesh them out.  Maybe... write their detailed biographies.  Including stuff that never will feature in your novel.  Because it gives them background, it puts flesh on the (fictitious) bones.
And then (and that's what I've read again and again (and again!) being said by any number of famous writers) your characters may surprise you, doing things you wouldn't have expected.
So... plan.  As a rough sketch.  And then write, and see if what you write is actually going where you though it would.
But find you own way.  Which may require some experimentation.
"
713,,,"<p>A map can be a nice touch, or it can be a hindrance. Are there are particular scenes where a map would let you snip out several paragraphs of tedious explanation? If there are only one or two such scenes, this need might be better served by simply putting a rough map in those places, possibly even inline with the text. </p>

<p>I think that a lot of fantasy books have maps in the front of the book because Tolkien Did It First. It's worth keeping in mind that Tolkien created the languages and terrain of Middle Earth before writing the story, and Lord of the Rings grew out of his intense world-building efforts. </p>

<p>In summary, there's no shame in using a map to save yourself some work, but only use a map if there's a good story reason to have one. If a map is tacked on and not needed, it's just ornamentation and a mood-setting element; these are good and valuable things, but you're best off not spending energy now on what may be an art director's call down the road. </p>
",,2,,2010-12-10T04:24:16.257,,766,2010-12-10T05:36:35.180,2010-12-10T05:36:35.180,,26,,26,328,2,4,,,,"A map can be a nice touch, or it can be a hindrance. Are there are particular scenes where a map would let you snip out several paragraphs of tedious explanation? If there are only one or two such scenes, this need might be better served by simply putting a rough map in those places, possibly even inline with the text. 
I think that a lot of fantasy books have maps in the front of the book because Tolkien Did It First. It's worth keeping in mind that Tolkien created the languages and terrain of Middle Earth before writing the story, and Lord of the Rings grew out of his intense world-building efforts. 
In summary, there's no shame in using a map to save yourself some work, but only use a map if there's a good story reason to have one. If a map is tacked on and not needed, it's just ornamentation and a mood-setting element; these are good and valuable things, but you're best off not spending energy now on what may be an art director's call down the road. 
"
714,,,"<p>My advice is to start collecting names in a file on your computer. I've have categories of names that have appealed to me over the years. For example, one of my favorite categories is ""computer generated names"". Some of them are hilarious: Zhamak Boobs, Parveen Farmiloe, Jimbo Razi, Hercules Hook. I got these from computer generated spam who's 'sender' names were obviously created by a computer program choosing to combine list elements from various lists of peoples names and objects. But I collect real names too. </p>
",,0,,2010-12-10T05:59:59.607,,768,2010-12-10T05:59:59.607,,,,,190,138,2,4,,,,"My advice is to start collecting names in a file on your computer. I've have categories of names that have appealed to me over the years. For example, one of my favorite categories is ""computer generated names"". Some of them are hilarious: Zhamak Boobs, Parveen Farmiloe, Jimbo Razi, Hercules Hook. I got these from computer generated spam who's 'sender' names were obviously created by a computer program choosing to combine list elements from various lists of peoples names and objects. But I collect real names too. 
"
715,,,"<p>If you want to know, if you use particular words too much, count them.</p>

<p>I gave <a href=""https://writers.stackexchange.com/questions/665/something-different-help-me-find-the-unnecessary-words/707#707"">one answer</a> where I explain a revision process from Andreas Eschbach. At point four (marking filler words) you also can mark words like ""that"" or other suspicious candidates. When you have done that, count them and put that info into an Excel sheet. Over time you will see which word you use how often, especially compared to the other words.</p>

<p>If you find out, that you use ""maybe"" 1000 times when you used in the same text ""perhaps"" 10 times, then <em>maybe</em> you use ""maybe"" too often. You can decide , if you want to replace it with alternatives (like ""perhaps"" if appropriate) or just remove it.</p>
",,0,,2010-12-10T09:49:02.840,,769,2010-12-10T09:49:02.840,2017-04-13T12:40:22.420,,-1,,99,758,2,1,,,,"If you want to know, if you use particular words too much, count them.
I gave one answer where I explain a revision process from Andreas Eschbach. At point four (marking filler words) you also can mark words like ""that"" or other suspicious candidates. When you have done that, count them and put that info into an Excel sheet. Over time you will see which word you use how often, especially compared to the other words.
If you find out, that you use ""maybe"" 1000 times when you used in the same text ""perhaps"" 10 times, then maybe you use ""maybe"" too often. You can decide , if you want to replace it with alternatives (like ""perhaps"" if appropriate) or just remove it.
"
716,,,"<p>I did a little research on UK copyright, and there is a small amount of information at the <a href=""http://www.ipo.gov.uk/types/copy/c-about/c-auto.htm"" rel=""nofollow"">UK Intellectual Property Office website</a>.</p>

<p>It recommends sending a copy by post (special delivery) and leaving it unopened to prove the date it was in your possession. Whilst this does not prove you created it, or own it, it does prove that you had the work in your possession at a fixed date and time, which when use in court will help prove your ownership. It also suggests sending it to a solicitor or lawyer or bank, but this will cost money, and does not add any extra evidence (apart from it maybe more securely held, and less likely to be lost!)</p>
",,0,,2010-12-10T12:27:46.020,,771,2010-12-10T12:27:46.020,,,,,69,189,2,1,,,,"I did a little research on UK copyright, and there is a small amount of information at the UK Intellectual Property Office website.
It recommends sending a copy by post (special delivery) and leaving it unopened to prove the date it was in your possession. Whilst this does not prove you created it, or own it, it does prove that you had the work in your possession at a fixed date and time, which when use in court will help prove your ownership. It also suggests sending it to a solicitor or lawyer or bank, but this will cost money, and does not add any extra evidence (apart from it maybe more securely held, and less likely to be lost!)
"
717,,,"<p>One bit to add about names: if you use fantasy names (because you are, like, writing a fantasy story ;-), take care to make them <em>consistent</em>.  Meaning names of people belonging to the same race/people/whatever need to sound/feel ""similar"" in style.  Hard to give an example (I'm bad at finding fantasy names myself :D), but... well, if you give all characters that come from the same region of your world names with lots of accents, then it would look <em>weird</em> (and feel wrong) if suddenly someone from that regions shows up and is called ""Bruno"".  Except...</p>
",,1,,2010-12-10T13:46:35.890,,772,2011-07-24T03:01:19.463,2011-07-24T03:01:19.463,,317,,317,138,2,16,,,,"One bit to add about names: if you use fantasy names (because you are, like, writing a fantasy story ;-), take care to make them consistent.  Meaning names of people belonging to the same race/people/whatever need to sound/feel ""similar"" in style.  Hard to give an example (I'm bad at finding fantasy names myself :D), but... well, if you give all characters that come from the same region of your world names with lots of accents, then it would look weird (and feel wrong) if suddenly someone from that regions shows up and is called ""Bruno"".  Except...
"
718,,,"<h2>Stay off the Internet when you're writing.</h2>

<p>It's no timeworn tidbit, but I'll venture it's axiomatic.</p>

<p>A timely example:</p>

<p>Ten minutes ago I was primed to cap off a chapter. Now here I am, chapter-capless, browsing and clicking and typing and web-clipping, pasting notes that will make great endings or even greater stored kilobytes I'll never again ask my CPU to recall. All because I took a moment's peek into the web to see if Liu Xiaobo is trending this morning. Same goes for <strong>You</strong>, about to comment on what I posted: If this is your dedicated writing time, go away. Get offline. Online's wonderful and time-pilfering diversions will still be here when we return during less valuable hours-- such as while we set about our day jobs.</p>
",,7,2010-12-10T15:28:18.220,2010-12-10T15:28:18.220,,774,2010-12-10T15:28:18.220,,,,,82,761,2,82,,,,"Stay off the Internet when you're writing.
It's no timeworn tidbit, but I'll venture it's axiomatic.
A timely example:
Ten minutes ago I was primed to cap off a chapter. Now here I am, chapter-capless, browsing and clicking and typing and web-clipping, pasting notes that will make great endings or even greater stored kilobytes I'll never again ask my CPU to recall. All because I took a moment's peek into the web to see if Liu Xiaobo is trending this morning. Same goes for You, about to comment on what I posted: If this is your dedicated writing time, go away. Get offline. Online's wonderful and time-pilfering diversions will still be here when we return during less valuable hours-- such as while we set about our day jobs.
"
719,778,4,"<p>By ""How long"" I'm assuming from the time they actually start trying to actively publish to the time they finally get published. For example, I've been writing since I was 10 years old - but if I ever (finally) publish a book one of these days, I'm certainly not going to tell people that it took me 20 years.</p>

<p>I realize that the time frames will also vary, but I am wondering if there are any general patterns. I've known far too many people who have churned out a book in six months and expected to become a famous, published author right away. I don't expect that - I've been trying for three years. But it can become discouraging sometimes.</p>

<p>I'm not interested in self-publishing, by the way. This is a question specifically addressing the 'traditional' publishing industry.</p>

<p>I would especially be interested in hearing from people who have actually gotten a book published - how long it took them to get to that point.</p>

<p>EDIT: Edited the title question for clarity's sake.</p>
",,2,,2010-12-10T15:29:16.360,1,775,2017-09-19T11:09:25.400,2010-12-10T15:36:31.363,,225,,225,,1,6,<publishing>,How long can a writer expect to write before publishing his/her first novel?,811,"By ""How long"" I'm assuming from the time they actually start trying to actively publish to the time they finally get published. For example, I've been writing since I was 10 years old - but if I ever (finally) publish a book one of these days, I'm certainly not going to tell people that it took me 20 years.
I realize that the time frames will also vary, but I am wondering if there are any general patterns. I've known far too many people who have churned out a book in six months and expected to become a famous, published author right away. I don't expect that - I've been trying for three years. But it can become discouraging sometimes.
I'm not interested in self-publishing, by the way. This is a question specifically addressing the 'traditional' publishing industry.
I would especially be interested in hearing from people who have actually gotten a book published - how long it took them to get to that point.
EDIT: Edited the title question for clarity's sake.
"
720,,,"<p>I published my first book after about 11 months. This was a technical book, I was approached by a publisher after I had written a number of articles in different places. I spent a hard 7-8 months writing and then 3 months later it was published and released. </p>

<p>The computer/technical industry operates on a fairly tight schedule, they typically approach authors, a schedule is agreed to, they often need to find replacement authors, and you have a bounded subject.</p>

<p>I think for fiction and other types of non-fiction, schedules/timelines may be much different.</p>
",,0,,2010-12-10T15:43:46.913,,776,2010-12-10T15:43:46.913,,,,,33,775,2,5,,,,"I published my first book after about 11 months. This was a technical book, I was approached by a publisher after I had written a number of articles in different places. I spent a hard 7-8 months writing and then 3 months later it was published and released. 
The computer/technical industry operates on a fairly tight schedule, they typically approach authors, a schedule is agreed to, they often need to find replacement authors, and you have a bounded subject.
I think for fiction and other types of non-fiction, schedules/timelines may be much different.
"
721,,,"<p>I would encourage you to not compare yourself to other authors. I understand you're just trying to get a ballpark estimate, but in this case, the ballpark is gigantic.  The figures aren't really useful.</p>

<p>How long you've been writing, in terms of days, weeks, months and years, is just not a very useful figure for comparison.  How much have you been reading?  Do you write every day?  How much do you write per day?  Do you write short stories in addition to novels?  Do you get critiqued regularly?  What genre are you writing?  How much do you edit each page?</p>

<p>Even two people who have the exact same answers to these questions could have wildly different outcomes.  You might have a harder time getting your book in front of the right publisher.  Your book may have a smaller or larger market, and thus be easier to sell.  The variables are endless, and each difference can change the equation by years.</p>

<p>We all get discouraged.  It's just what happens in a profession as variable as writing, with people as unstable as writers.  Buck up.  You're not alone, not by a long shot.</p>

<p>When professional writers are asked about the most important trait for a new writer to develop, almost all of them say the same thing: persistence.  Keep writing, editing and submitting.  Once you submit something, get to work on the next project.  And the next.  If you care enough to try to improve and you keep sending things out, you will eventually succeed.</p>

<p>Don't get hung up on numbers.  It would be a shame to decide that it will take three years (or somesuch) to get published, and then give up if you don't hit that mark.</p>
",,1,,2010-12-10T15:56:34.037,,777,2010-12-10T15:56:34.037,,,,,296,775,2,10,,,,"I would encourage you to not compare yourself to other authors. I understand you're just trying to get a ballpark estimate, but in this case, the ballpark is gigantic.  The figures aren't really useful.
How long you've been writing, in terms of days, weeks, months and years, is just not a very useful figure for comparison.  How much have you been reading?  Do you write every day?  How much do you write per day?  Do you write short stories in addition to novels?  Do you get critiqued regularly?  What genre are you writing?  How much do you edit each page?
Even two people who have the exact same answers to these questions could have wildly different outcomes.  You might have a harder time getting your book in front of the right publisher.  Your book may have a smaller or larger market, and thus be easier to sell.  The variables are endless, and each difference can change the equation by years.
We all get discouraged.  It's just what happens in a profession as variable as writing, with people as unstable as writers.  Buck up.  You're not alone, not by a long shot.
When professional writers are asked about the most important trait for a new writer to develop, almost all of them say the same thing: persistence.  Keep writing, editing and submitting.  Once you submit something, get to work on the next project.  And the next.  If you care enough to try to improve and you keep sending things out, you will eventually succeed.
Don't get hung up on numbers.  It would be a shame to decide that it will take three years (or somesuch) to get published, and then give up if you don't hit that mark.
"
722,,,"<p>This depends <em>highly</em> on the genre. @Way0utwest has responded with a technical non-fiction article. For novelists, the numbers are a lot longer, and the number I hear tossed around a lot is ""ten years"". <a href=""http://www.jimchines.com/2010/03/survey-results/#Overnight"">Here's a detailed post</a> that surveys a wide variety of published novelists and asks them that question, with an extremely informative breakdown of the responses.</p>
",,1,,2010-12-10T15:57:34.217,,778,2010-12-10T15:57:34.217,,,,,78,775,2,13,,,,"This depends highly on the genre. @Way0utwest has responded with a technical non-fiction article. For novelists, the numbers are a lot longer, and the number I hear tossed around a lot is ""ten years"". Here's a detailed post that surveys a wide variety of published novelists and asks them that question, with an extremely informative breakdown of the responses.
"
723,,,"<p>I post a copyright notice on things I publish/blog on the Internet. IANAL, but AFAIK, it's copyrighted when you write it and release it.</p>

<p>Proving that is something else. Ultimately it would be a judgment call in court. did you write it first, and can you prove it.</p>

<p>If you are really worried, get a lawyer and use them to hold copies of your work with some type of signature/affadavit on the vessel storing the work, or even use a safe-deposit box and do the same thing, with recorded dates of entry.</p>
",,0,,2010-12-10T16:02:25.017,,779,2010-12-10T16:02:25.017,,,,,33,189,2,0,,,,"I post a copyright notice on things I publish/blog on the Internet. IANAL, but AFAIK, it's copyrighted when you write it and release it.
Proving that is something else. Ultimately it would be a judgment call in court. did you write it first, and can you prove it.
If you are really worried, get a lawyer and use them to hold copies of your work with some type of signature/affadavit on the vessel storing the work, or even use a safe-deposit box and do the same thing, with recorded dates of entry.
"
